rank,aclj.org,advocate.com,alternet.org,americannews.com,americanthinker.com,billmoyers.com,bizpacreview.com,blackamericaweb.com,bluenationreview.com,breitbart.com,charismanews.com,commondreams.org,conservativepost.com,conservativetribune.com,dailycaller.com,dailykos.com,dailysignal.com,democracynow.org,ecowatch.com,forwardprogressives.com,freebeacon.com,globalgrind.com,gopthedailydose.com,grist.org,headlinepolitics.com,hotair.com,ifyouonlynews.com,ijr.com,infowars.com,investors.com,legalinsurrection.com,lgbtqnation.com,libertynews.com,lifenews.com,{lifesitenews.com},lifesitenews.com,lifezette.com,lovebscott.com,madamenoire.com,madworldnews.com,mediamatters.org,mic.com,motherjones.com,nationalreview.com,nation.foxnews.com,newrepublic.com,newsone.com,occupydemocrats.com,pamelageller.com,pjmedia.com,politicususa.com,radio.foxnews.com,redstate.com,reverbpress.com,rightwingwatch.org,{rushlimbaugh.com},rushlimbaugh.com,salon.com,slate.com,sonsoflibertymedia.com,takepart.com,talkingpointsmemo.com,tampabay.com,teaparty.org,theblaze.com,thegatewaypundit.com,thegrio.com,thenation.com,thenewcivilrightsmovement.com,thepoliticalinsider.com,theroot.com,thinkprogress.org,townhall.com,trofire.com,truthdig.com,truth-out.org,twitchy.com,washingtonexaminer.com,{weeklystandard.com},weeklystandard.com,westernjournalism.com,{wnd.com},wnd.com,youngcons.com,terms,tfidf
68,0,15,100,10,107,35,36,5,6,67,56,71,19,120,41,76,11,9,70,8,14,12,7,104,16,91,21,16,11,57,12,12,1,16,0,41,31,4,30,154,33,53,44,74,10,37,9,1,3,34,97,4,79,40,13,0,22,3,166,48,46,17,38,66,17,12,4,12,18,76,17,96,55,24,56,67,44,69,0,39,24,0,35,87,bad_news,0.0404358474581
69,0,10,59,11,86,7,42,0,8,99,2,10,5,86,36,27,2,3,1,48,13,2,9,8,43,44,32,24,20,0,13,10,0,11,0,4,64,0,0,8,16,19,16,62,23,17,5,3,2,21,24,2,78,17,21,0,4,4,70,20,0,62,10,145,51,43,3,6,19,52,4,24,38,16,17,13,17,198,0,57,93,0,63,98,gop_nomination,0.0394319551713
70,54,55,104,82,62,35,46,6,8,96,83,151,20,68,58,63,22,76,184,6,54,6,14,53,10,35,25,30,23,17,15,28,0,60,0,46,20,5,31,99,37,54,30,21,8,22,28,6,29,32,69,0,27,38,9,0,10,1,79,60,78,33,21,89,35,12,17,58,41,22,26,134,22,39,61,107,19,87,0,13,53,0,74,51,take_action,0.0391751455166
71,0,1,8,6,161,2,80,0,2,160,4,3,1,68,73,7,76,2,0,0,26,0,13,0,8,14,5,39,2,0,18,0,0,0,0,7,39,0,0,19,27,4,1,92,31,6,0,1,0,27,7,2,20,0,5,0,34,0,7,70,1,6,3,100,4,6,0,4,4,25,0,51,41,15,4,12,18,146,0,10,57,0,154,23,sanctuary_cities,0.0390817601876
72,0,15,56,0,54,13,27,8,13,91,49,73,12,49,44,25,8,51,20,7,110,12,16,17,19,19,24,37,43,121,11,11,2,29,0,24,30,13,9,21,37,41,28,49,21,21,20,4,40,24,27,2,31,19,5,0,10,8,66,54,16,73,59,169,41,24,15,17,13,16,19,94,37,41,41,38,4,149,0,33,69,0,57,23,recent_weeks,0.0389650285263
73,6,29,153,6,206,42,18,6,9,61,260,82,11,28,26,47,9,30,40,31,32,55,3,27,7,22,30,15,19,22,5,4,0,75,0,84,15,105,31,52,33,24,37,74,6,103,12,9,15,36,122,6,31,30,10,0,30,2,206,102,17,28,13,65,47,7,10,25,13,15,20,40,19,15,53,73,13,37,0,35,32,0,73,38,tells_us,0.0388249505328
74,0,60,54,7,49,9,52,3,8,160,27,57,8,50,97,38,38,31,21,10,38,5,9,16,12,26,32,40,7,1,18,37,0,56,2,60,13,0,0,20,71,36,57,79,34,27,25,2,2,12,58,23,58,21,26,0,35,2,85,14,10,122,34,54,13,44,21,23,39,31,26,106,44,10,33,53,20,214,0,67,66,0,35,26,des_moines,0.0387782578683
75,0,39,169,3,60,60,32,3,3,98,49,129,5,37,97,64,28,81,116,10,60,3,7,72,13,32,35,8,30,0,8,14,1,82,0,43,68,1,33,18,43,1,66,100,20,63,25,0,7,18,48,5,18,14,9,0,2,13,206,58,154,25,85,134,28,10,8,37,21,6,33,227,66,23,70,158,4,187,0,40,72,0,75,30,60_percent,0.0387315652038
76,0,0,2,0,2,0,3,0,0,0,6,0,6,13,1,0,0,0,0,0,0,0,8,0,0,0,1,1,7,0,0,0,1,1,0,2,0,0,0,4,6,0,0,1,0,0,0,0,17,0,0,0,1,0,13,0,0,0,0,17,0,0,0,208,0,1,0,0,1,6,0,0,0,2,0,0,0,0,0,0,1,0,1344,3,told_wnd,0.0386148335426
77,0,3,129,2,318,36,19,3,0,76,46,138,10,26,72,34,23,43,10,3,72,1,6,8,3,18,17,4,45,8,30,5,0,2,0,22,17,0,1,13,16,12,21,140,17,88,0,5,12,25,24,1,27,83,20,0,67,6,140,83,5,10,13,95,20,16,2,42,2,18,4,11,25,12,118,129,16,51,0,70,27,0,97,13,soviet_union,0.038568140878
78,0,25,6,7,16,0,36,1,0,44,6,2,3,217,102,12,4,0,4,3,3,4,6,1,24,13,5,9,3,1,1,27,0,7,0,4,77,0,0,1,8,56,14,2,45,0,31,0,1,4,3,0,29,3,12,0,3,0,39,4,2,35,20,120,145,11,10,0,3,23,10,24,15,0,13,10,4,405,0,9,121,0,51,74,texas_sen_ted_cruz,0.0385214482135
79,0,0,7,6,113,1,31,0,0,376,4,13,6,53,35,7,25,18,0,0,41,0,30,1,7,1,2,2,5,0,4,0,0,2,0,3,26,0,0,18,34,6,21,12,6,13,0,0,44,22,4,0,9,11,43,0,3,0,16,54,2,27,1,246,4,14,0,4,10,15,0,78,10,0,6,11,1,33,0,2,36,0,335,11,refugee_resettlement,0.0384047165523
80,0,17,100,5,176,8,163,0,3,82,20,8,14,38,188,38,3,16,0,10,9,40,23,1,8,15,43,30,69,0,12,5,1,0,0,7,14,8,51,94,35,76,2,91,24,13,62,10,0,32,38,0,5,51,7,0,56,7,50,64,1,12,3,61,32,16,36,5,7,14,71,15,40,6,19,61,44,5,0,4,24,0,88,74,white_privilege,0.0384047165523
81,0,5,54,0,0,10,1,0,0,0,116,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,223,1,1251,0,0,8,0,0,7,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,166,0,0,0,0,0,0,19,0,reprinted_with_permission,0.0378444045783
82,0,3,45,1,27,10,76,1,7,110,13,45,15,124,100,26,1,7,4,5,13,3,11,1,22,20,27,38,9,0,5,7,0,0,0,4,44,2,1,45,25,30,66,2,21,13,39,19,0,4,15,7,32,15,2,0,1,5,103,5,0,518,17,143,79,23,17,1,13,29,4,60,33,24,18,13,2,269,0,30,121,0,7,131,real_estate_mogul,0.0377510192493
83,10,9,50,28,54,16,29,1,1,52,11,40,10,32,66,29,116,8,8,14,101,1,14,7,5,17,13,11,15,0,12,11,0,367,0,97,10,0,0,39,24,1,10,28,8,3,4,12,17,20,72,1,29,15,8,0,6,0,19,48,9,21,14,83,13,8,2,8,12,15,2,62,40,7,10,48,15,88,0,19,18,0,41,23,taxpayer_dollars,0.037727672917
84,1,15,130,6,107,56,36,20,3,123,54,61,14,22,102,44,19,58,56,6,50,30,15,42,10,28,28,12,33,149,6,15,0,9,0,22,39,19,23,37,18,35,53,59,14,43,22,11,8,16,19,2,37,30,14,0,25,4,154,67,56,22,130,124,30,16,16,13,17,20,32,105,56,26,43,77,5,85,0,27,45,0,54,20,100_million,0.03744751693
85,0,70,88,2,58,76,90,13,3,244,29,111,11,69,75,51,34,63,75,2,45,34,12,36,8,19,12,32,18,11,9,14,0,29,0,12,45,8,28,13,193,105,31,47,12,31,119,8,23,36,15,0,27,19,3,0,6,10,209,33,53,55,18,123,42,21,11,14,4,8,168,106,26,8,124,74,51,75,0,20,66,0,76,46,los_angeles_times,0.0374241705978
86,1,58,108,17,66,37,36,15,6,113,24,65,13,77,79,76,29,86,25,28,46,59,12,36,12,58,48,12,10,17,14,20,0,36,0,33,20,14,112,99,43,61,30,42,16,43,46,8,12,46,78,7,39,29,12,0,50,3,117,43,41,39,76,103,36,6,32,23,26,18,49,129,40,19,36,86,17,110,0,24,60,0,47,55,making_sure,0.0372373999398
87,12,17,80,4,125,13,60,4,3,107,34,19,6,23,108,27,23,22,8,11,29,4,6,6,18,25,11,31,14,0,25,13,0,46,0,49,44,2,26,31,56,66,17,109,8,21,19,4,13,46,18,5,17,11,20,0,33,5,80,46,45,27,28,59,30,17,15,14,16,24,21,80,75,4,28,54,18,81,0,22,33,0,59,45,college_campuses,0.036420278311
88,11,17,77,7,104,16,53,14,1,134,29,39,15,43,71,52,6,74,20,2,73,8,19,19,19,28,23,18,24,31,15,27,2,39,0,41,15,7,29,54,40,32,37,38,14,34,18,2,35,26,33,4,49,20,9,0,13,4,122,53,27,47,58,103,32,39,18,7,29,12,29,104,37,10,21,46,16,69,0,21,54,0,59,33,least_two,0.0363735856465
89,14,56,70,55,51,27,50,24,11,101,66,96,17,29,101,78,76,163,50,5,40,31,18,21,7,28,27,18,18,19,9,25,1,47,0,58,21,32,118,31,21,37,34,28,6,33,52,7,15,25,36,1,27,27,8,0,17,4,89,47,38,79,79,111,40,17,43,16,44,9,50,112,60,28,32,88,7,111,0,18,67,0,48,28,move_forward,0.0363502393142
90,3,0,27,7,339,9,32,3,1,43,16,18,20,8,9,44,1,20,4,0,17,6,12,2,13,48,13,11,4,0,31,0,0,5,0,4,10,6,0,10,96,3,5,47,65,6,38,4,29,19,21,1,27,2,10,0,14,0,12,60,0,1,0,275,10,29,3,3,6,41,2,3,52,9,21,18,11,74,0,17,43,0,54,37,mr_obama,0.036140122324
91,0,4,21,2,51,12,30,0,3,94,1,7,4,42,46,12,0,18,0,5,6,0,0,1,26,46,17,0,11,2,4,2,0,4,0,3,73,0,0,12,20,7,16,82,27,11,9,1,0,37,15,5,117,17,0,0,79,0,105,6,0,86,10,253,30,19,2,1,6,37,4,17,40,8,11,5,8,156,0,18,88,0,22,65,contested_convention,0.0360934296595
92,0,42,74,8,57,4,60,25,3,178,34,4,13,60,82,64,6,17,7,21,8,52,16,3,26,11,79,33,19,4,14,20,0,9,0,18,19,15,17,28,258,30,47,18,10,14,14,12,8,18,31,1,45,26,135,0,30,11,59,107,8,84,21,134,80,41,15,8,26,35,24,57,20,22,11,8,15,74,0,13,89,0,61,40,radio_show,0.0360000443305
93,0,0,13,21,19,1,130,1,1,37,7,4,20,160,34,4,0,2,0,3,1,1,14,1,43,16,15,1,2,1,2,2,0,0,0,0,111,0,0,63,32,4,42,18,22,1,13,0,2,10,4,5,17,10,1,0,2,0,81,7,1,17,3,65,53,70,1,3,2,32,9,3,4,10,14,4,45,315,0,5,117,0,51,19,gop_front-runner,0.0359766979982
94,0,152,402,9,40,97,60,161,0,153,45,210,14,42,47,118,56,241,65,24,37,117,28,74,10,13,44,24,30,22,5,76,0,73,0,41,15,57,168,52,45,87,66,49,6,77,199,10,2,29,36,10,22,12,9,0,25,10,378,48,203,86,96,88,53,37,152,54,35,16,182,203,34,23,75,407,19,75,0,32,52,0,100,27,new_orleans,0.035953351666
95,2,12,89,7,82,27,44,24,7,127,33,84,10,33,77,60,41,61,73,13,79,44,10,41,10,23,26,19,27,80,10,8,0,17,0,14,26,41,23,27,21,49,55,58,6,18,41,8,27,12,39,3,43,28,11,0,16,1,126,39,43,52,108,135,21,12,40,14,19,17,36,80,33,20,52,97,9,156,0,21,45,0,64,25,10_million,0.035953351666
96,14,15,72,20,48,22,53,14,8,75,24,107,10,98,75,58,19,112,35,6,37,12,12,5,16,27,42,11,20,0,10,9,0,71,0,43,19,7,27,141,25,32,11,37,14,19,42,9,8,24,59,1,28,29,6,0,17,1,41,93,16,28,21,65,33,5,18,10,18,18,22,85,48,30,37,122,27,57,0,26,49,0,64,77,held_accountable,0.0358132736725
97,5,44,62,7,57,27,45,24,1,81,65,68,7,27,65,51,23,79,34,8,33,32,11,16,12,77,13,11,28,101,12,45,1,34,0,35,21,18,62,30,23,17,29,31,12,23,28,4,13,27,23,15,33,18,14,0,14,8,124,52,26,46,95,140,31,14,29,7,27,19,46,73,37,9,23,47,17,157,0,19,50,0,32,27,next_month,0.035673195679
98,1,20,125,6,70,22,66,37,3,141,15,74,19,51,79,71,70,55,14,3,36,21,12,8,6,26,44,20,27,14,8,22,1,10,0,27,30,17,12,54,41,39,34,45,6,16,61,7,25,50,40,3,28,24,4,0,3,3,84,73,44,59,63,103,42,20,47,17,40,29,56,139,46,13,28,118,14,65,0,19,43,0,68,21,public_safety,0.0348327277179
99,3,25,23,4,44,6,42,7,2,91,10,40,8,43,74,24,14,57,4,6,76,8,9,2,10,18,24,37,18,1,17,15,0,29,0,45,27,3,3,6,12,39,27,34,15,7,45,6,10,30,37,19,12,25,0,0,5,5,46,23,8,77,24,114,41,24,25,9,46,34,18,36,58,33,31,12,29,227,0,34,71,0,41,29,vice_president_joe_biden,0.0344591864019
100,0,17,76,10,68,12,66,0,2,76,7,4,11,151,24,39,1,0,3,26,12,0,7,4,13,23,75,30,15,1,5,1,0,6,0,7,40,1,0,29,26,22,30,30,14,8,17,3,4,11,20,2,71,30,16,0,1,5,36,23,1,51,4,57,40,14,5,2,30,29,7,42,21,48,20,15,28,197,0,17,128,0,44,143,gop_candidate,0.0344591864019
101,1,3,15,14,92,4,44,0,0,204,8,23,21,89,59,14,18,12,0,9,24,0,26,2,11,29,11,15,16,0,8,1,1,0,0,6,37,0,1,18,20,9,13,41,14,20,0,0,12,34,8,1,30,5,3,0,17,0,29,35,6,26,11,157,12,28,0,11,4,45,1,43,19,8,9,29,3,112,0,23,36,0,87,20,border_security,0.0342490694117
102,21,2,11,0,33,0,5,1,0,21,26,0,1,5,14,7,32,8,0,3,0,0,0,0,1,3,7,4,2,0,4,0,0,598,0,445,8,0,3,2,26,1,6,41,0,17,0,1,1,6,11,0,49,2,28,0,14,0,17,14,0,14,0,12,17,0,0,1,7,6,0,4,10,1,1,1,1,24,0,13,13,0,11,9,pro-life_movement,0.0342257230794
103,6,27,62,3,64,19,35,2,6,94,14,62,10,68,73,52,28,68,35,49,44,6,10,27,18,46,11,18,12,90,11,8,0,26,0,19,29,7,24,23,51,35,31,57,17,29,23,6,2,20,53,1,85,20,10,0,26,0,134,27,22,33,41,94,17,9,8,20,21,19,21,77,28,20,31,51,10,110,0,47,58,0,33,50,going_forward,0.0338755280957
104,2,54,64,14,48,18,52,16,3,88,53,64,9,45,70,62,25,51,55,12,30,36,12,17,13,20,50,21,19,18,22,24,0,94,0,67,24,24,94,31,10,50,22,38,10,21,33,12,6,25,48,8,39,15,6,0,12,2,136,32,14,42,64,81,44,13,31,12,40,23,51,46,34,22,32,41,28,128,0,24,66,0,30,32,look_forward,0.0338521817634
105,1,23,67,0,134,27,2,0,1,11,89,25,0,1,7,84,0,2,6,0,0,7,0,0,0,3,1,62,4,6,1,3,0,0,0,25,38,1,2,1,86,157,84,0,23,3,1,1,0,33,0,0,0,1,0,0,664,0,33,0,4,54,57,3,6,2,5,0,36,0,0,0,63,0,0,92,66,148,0,51,2,0,0,2,nt_care,0.0338054890989
106,0,845,49,15,54,6,49,4,12,114,111,29,41,52,50,52,18,62,1,47,26,19,12,1,14,7,104,7,14,0,10,270,0,6,0,89,30,23,22,88,105,61,28,15,13,13,27,14,13,24,86,7,58,100,61,0,5,0,39,36,83,24,40,109,47,10,18,12,443,21,16,226,23,18,22,12,29,37,0,16,60,0,69,47,lgbt_community,0.0337587964344
107,61,26,26,14,45,7,17,2,1,58,204,5,21,54,27,9,13,3,1,10,3,0,25,1,18,7,14,12,13,2,2,18,0,62,0,88,23,2,3,31,4,7,7,30,7,9,2,0,14,32,19,0,23,12,61,0,2,0,19,134,1,18,4,42,50,10,0,2,33,33,1,30,15,14,6,9,3,22,0,2,50,0,141,33,christian_faith,0.0336887574377
108,1,18,84,3,92,28,35,6,4,75,62,68,8,30,66,46,62,25,38,4,37,9,6,23,9,21,18,6,18,183,14,16,0,45,0,49,12,5,13,12,46,17,20,32,7,20,19,4,21,26,20,1,21,21,5,0,2,1,108,33,53,32,78,171,20,11,10,15,11,13,24,48,25,13,59,68,4,68,1,23,53,0,49,15,chief_executive,0.0336654111054
109,0,4,15,0,72,2,27,0,0,70,5,6,3,39,48,12,0,5,0,1,5,0,4,0,14,102,6,1,26,1,5,0,0,1,0,7,49,0,0,5,6,1,13,62,12,12,2,1,0,16,5,0,107,10,0,0,126,0,55,21,1,16,6,273,21,19,0,2,2,13,2,1,10,3,11,2,8,142,0,41,30,0,32,17,first_ballot,0.0334786404474
110,2,73,242,5,100,75,30,13,10,68,102,110,16,47,51,58,11,158,43,34,24,25,10,40,11,27,36,17,17,19,13,21,0,36,0,73,28,2,67,29,39,95,33,85,7,121,13,4,9,20,41,3,27,27,18,0,54,11,305,54,46,60,50,81,20,12,21,30,21,11,43,122,31,26,70,182,16,59,0,59,42,0,68,31,many_ways,0.0332685234572
111,2,33,247,2,64,71,32,7,1,88,61,151,4,35,102,75,32,88,221,22,43,5,8,98,9,22,43,4,30,0,7,16,0,56,0,60,38,7,26,33,63,4,106,96,12,76,16,1,10,29,50,1,17,30,17,0,1,17,259,47,200,20,86,102,29,6,10,34,19,6,42,239,45,37,69,243,6,98,0,36,36,0,96,12,90_percent,0.0330817527992
112,0,4,28,15,35,4,35,0,6,48,12,2,6,71,58,26,0,22,0,21,3,1,8,0,32,10,33,6,9,0,1,5,0,9,0,6,11,1,1,7,22,3,7,14,8,2,6,5,0,7,35,0,74,14,15,0,10,0,37,12,0,34,4,102,14,52,2,3,16,214,5,13,22,13,3,3,16,204,0,15,226,0,18,15,support_donald_trump,0.0328015968121
113,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,advertisement_story_continues_below_according,0.032681205559
114,2,29,168,13,107,37,32,4,12,47,49,68,9,59,37,73,29,21,44,25,10,14,4,66,3,61,41,16,14,64,11,6,1,32,0,25,22,9,85,55,24,89,25,57,3,68,8,10,6,21,41,2,61,33,9,0,58,4,355,39,33,38,55,75,24,13,9,13,13,14,36,99,28,24,25,55,48,58,0,29,21,0,27,110,makes_sense,0.0325914798219
115,1,21,85,13,114,20,51,7,1,81,45,74,20,69,62,42,21,28,28,8,20,10,9,21,10,22,28,7,18,83,14,11,0,19,0,28,21,1,83,90,29,33,30,51,12,31,14,17,11,22,32,1,34,22,18,0,25,4,148,42,41,20,61,76,30,6,14,9,10,23,25,126,39,23,42,68,11,54,0,17,36,0,43,41,take_advantage,0.0324980944929
116,0,32,152,5,81,50,39,19,2,52,48,60,9,48,57,47,14,70,22,39,23,20,7,46,8,43,38,21,15,44,7,9,0,25,0,48,14,8,72,58,41,64,25,65,5,70,13,6,13,25,37,0,50,29,14,0,85,4,280,54,38,46,54,63,32,10,20,26,19,23,46,69,32,15,49,89,22,48,0,20,22,0,47,99,make_sense,0.0322412848381
117,0,8,301,5,146,111,33,0,26,101,9,168,5,40,47,52,3,39,18,19,36,1,5,13,7,52,69,13,14,2,9,6,1,10,0,7,38,0,1,16,73,28,32,138,18,100,6,46,5,20,114,2,40,42,14,0,36,5,177,24,11,52,8,120,22,18,4,70,14,22,17,40,51,64,107,87,6,75,0,71,42,0,46,23,american_politics,0.0321712458414
118,40,30,42,15,46,5,40,14,1,98,42,7,22,73,48,27,7,8,2,2,5,20,12,4,9,16,40,39,17,0,4,16,1,117,0,86,9,6,105,167,11,83,8,12,8,17,18,2,72,15,12,1,18,15,15,0,5,4,50,60,84,16,9,45,25,7,17,1,38,27,32,38,15,11,5,17,16,17,0,5,36,0,34,46,young_girls,0.0321478995091
119,0,18,123,4,60,56,34,1,2,61,28,357,12,35,66,103,31,402,172,11,19,2,14,77,2,26,22,8,19,17,8,38,0,100,0,59,39,0,8,18,40,32,64,34,4,15,11,4,6,20,28,4,55,31,7,0,14,8,94,38,49,48,19,159,27,25,4,34,19,17,35,202,25,20,100,316,5,98,0,20,35,0,83,30,north_dakota,0.0317276655286
120,0,6,34,8,83,26,38,1,9,107,0,13,6,17,70,138,0,22,1,6,11,4,18,1,17,57,54,10,9,0,12,2,0,21,0,11,9,8,3,7,102,0,10,25,35,12,11,33,10,13,59,3,99,49,12,0,6,3,41,22,0,35,2,372,27,41,0,0,20,14,7,33,44,8,20,6,11,1,0,3,44,0,50,26,mr_trumps,0.0316809728641
121,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,advertisement_story_continues_below_trump,0.0313687073438
122,4,21,49,2,51,7,28,9,1,87,47,51,10,19,68,19,15,31,36,2,96,20,14,12,10,19,23,28,22,98,11,26,1,61,0,27,20,10,17,28,41,49,35,28,2,20,38,3,33,17,9,2,17,10,5,0,8,4,79,57,26,43,63,127,37,14,11,25,6,13,6,105,28,18,34,54,2,64,0,13,34,0,48,22,recent_months,0.0310973145578
123,2,21,31,62,17,3,27,28,4,68,76,11,30,54,68,23,13,49,3,4,14,93,11,8,29,10,18,101,15,5,12,9,0,117,0,53,24,54,74,114,6,35,16,11,7,13,85,5,8,14,11,9,10,11,2,0,14,0,105,17,13,12,24,38,38,22,32,8,15,38,50,35,35,5,3,28,12,13,0,6,53,0,18,37,passed_away,0.0308638512353
124,3,29,50,95,40,12,34,30,4,103,32,25,22,55,101,16,10,9,4,15,27,61,11,17,14,6,27,41,19,8,4,20,0,57,0,35,10,16,144,54,15,56,12,15,6,15,55,3,5,14,12,1,19,14,8,0,1,6,58,36,16,20,23,71,45,13,47,1,2,46,68,23,9,30,22,32,7,59,0,15,107,0,37,34,recent_interview,0.0308405049031
125,0,18,135,6,98,29,58,15,3,66,34,49,8,37,103,39,18,25,17,5,42,5,3,14,20,20,17,24,13,5,34,7,0,46,0,30,45,2,34,49,18,83,29,69,10,53,35,5,3,22,18,4,19,18,2,0,16,2,124,41,88,23,29,35,22,11,35,12,11,24,34,128,57,25,40,59,19,56,0,31,23,0,55,39,college_students,0.0307004269096
126,0,5,53,2,66,40,24,0,3,76,6,72,3,22,52,48,8,34,15,2,24,1,4,5,26,94,17,8,13,9,4,6,0,16,0,4,38,0,1,6,30,12,14,44,7,15,9,2,3,17,48,1,74,29,4,0,23,7,51,8,5,116,25,196,21,41,0,26,30,21,13,61,47,8,32,34,8,140,0,42,40,0,32,43,registered_voters,0.0306537342451
127,1,21,83,0,33,19,29,1,3,89,33,69,6,28,58,29,21,16,47,4,40,1,6,35,20,52,10,4,15,0,5,5,0,20,0,11,53,0,10,8,33,0,36,77,10,25,19,3,4,27,37,1,25,15,3,0,2,2,103,12,49,34,40,113,31,13,9,22,7,14,13,80,45,10,25,50,4,157,0,90,61,0,44,38,45_percent,0.0303502319258
128,5,28,89,7,72,48,28,8,2,81,36,46,15,61,50,77,14,63,38,29,17,21,6,41,11,37,34,15,23,16,10,12,0,23,0,26,22,12,64,43,35,39,40,36,12,33,13,8,11,24,37,1,51,29,14,0,104,3,191,40,18,37,42,78,28,18,23,14,13,17,27,69,28,14,32,57,16,88,0,25,42,0,32,31,put_together,0.0303502319258
129,0,0,54,0,108,16,3,0,0,12,20,114,1,5,49,14,4,17,102,5,10,0,2,65,0,10,6,0,16,811,2,1,1,0,0,0,1,0,0,2,20,5,14,25,1,15,0,0,1,5,7,2,3,3,1,0,2,4,37,53,13,5,12,40,8,0,2,26,0,1,0,56,13,7,35,60,0,30,0,14,1,0,15,9,oil_prices,0.0298833052808
130,0,20,107,6,48,36,33,2,4,57,41,29,11,118,74,75,7,52,17,151,18,19,14,76,7,21,65,25,17,11,6,14,0,12,0,16,18,8,58,33,22,60,36,40,9,17,18,5,8,21,41,3,53,32,7,0,120,6,177,62,26,15,56,53,15,8,15,12,17,14,24,56,18,32,24,36,17,64,0,22,46,0,29,80,whole_lot,0.0297665736196
131,0,64,57,0,32,6,26,11,2,38,758,6,1,4,20,4,3,1,1,3,10,355,4,6,7,2,12,13,3,4,6,10,0,11,0,16,17,19,71,10,9,116,8,88,1,38,29,1,0,27,1,1,15,4,5,0,47,2,166,6,22,11,45,12,15,2,29,2,7,8,64,44,12,8,5,7,1,8,0,6,6,0,11,23,pop_culture,0.0297432272873
132,9,17,55,17,59,18,37,15,2,61,14,60,11,27,61,48,31,21,35,7,55,10,9,19,6,26,18,13,11,17,9,21,0,69,0,52,28,9,23,37,40,32,52,53,8,36,16,4,22,18,19,1,27,12,5,0,7,7,116,54,35,40,40,82,31,9,24,5,13,9,41,101,37,26,29,66,13,84,0,21,44,0,68,18,determine_whether,0.0295331102971
133,6,25,49,6,108,14,34,5,3,50,17,70,12,21,141,22,56,14,42,0,73,1,12,32,2,36,8,6,21,2,6,12,0,5,0,16,15,0,2,10,36,7,19,44,8,13,7,2,10,30,20,0,19,3,4,0,2,2,37,74,25,25,14,115,14,12,2,9,18,7,7,97,24,12,21,84,10,106,0,23,24,0,62,15,federal_agencies,0.0292763006423
134,0,0,0,2,0,0,27,0,0,7,4,0,4,5,0,1,2,0,0,0,0,0,10,0,6,0,0,4,987,0,0,0,0,0,0,0,0,0,0,11,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,25,0,1,0,92,0,14,0,0,0,3,0,0,0,0,0,0,8,0,0,0,12,0,8,8,paul_joseph_watson,0.0289261056585
135,3,6,70,14,103,15,49,15,0,99,9,51,17,51,57,26,1,76,1,6,35,2,16,0,15,15,19,24,29,1,4,1,0,0,0,1,14,1,3,21,32,10,17,45,9,11,5,9,78,25,34,0,18,14,12,0,13,0,35,56,2,17,13,69,28,11,0,18,8,26,5,18,41,5,36,73,14,57,0,53,39,0,46,26,osama_bin_laden,0.0287626813328
136,52,8,4,1,70,0,12,0,0,24,13,2,3,10,27,3,43,1,0,0,14,3,15,1,1,4,2,6,0,0,16,5,0,329,0,164,30,0,0,4,10,1,9,65,1,1,0,0,1,6,2,2,5,0,4,0,1,0,21,5,0,12,2,47,8,10,0,1,1,6,1,29,29,1,2,2,21,41,0,16,37,0,79,0,little_sisters,0.0284358326813
137,0,0,0,0,4,0,0,0,0,4,3,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,11,0,0,0,0,0,0,2,5,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,1,0,1158,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,globalist_agenda,0.028412486349
138,0,63,295,12,83,45,67,13,14,89,9,66,14,26,98,84,0,43,4,20,9,19,11,12,14,31,90,11,31,1,7,34,0,12,0,9,26,5,107,40,49,133,22,57,10,96,54,26,5,15,71,0,23,58,16,0,22,11,178,28,23,34,4,105,23,49,79,45,26,20,126,115,50,41,59,97,17,48,0,9,43,0,52,41,white_men,0.028412486349
139,0,5,10,2,20,5,5,0,0,25,14,20,1,2,16,6,13,9,2,4,5,5,1,1,1,3,4,1,2,2,4,1,0,16,0,10,2,0,3,3,4,4,1,10,2,9,2,5,1,5,9,0,5,4,4,0,6,0,18,18,2,11,6,946,5,5,0,2,4,2,5,11,5,5,10,13,1,27,0,8,6,0,9,6,every_member,0.0283657936845
